"ID","Genes","Promoter","CpGs","Cytoscape_feature","final_feature"
"""10_99044940""","ARHGAP19;ARHGAP19-SLIT1",TRUE,FALSE,"Promoter","Not_in_network"
"""10_99075665""","FRAT1",TRUE,FALSE,"Promoter","Not_in_network"
"""10_99079899""","FRAT1;FRAT2;RP11-452K12.4",TRUE,FALSE,"Promoter","Not_in_network"
"""11_2983361""","SNORA54",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3000649""","AC131971.1;NAP1L4",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3011918""","NAP1L4",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3023497""","CARS-AS1;CARS",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3067221""","RNU1-91P",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3074984""","CARS",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3187816""","OSBPL5",TRUE,FALSE,"Promoter","Not_in_network"
"""11_3208601""","AC108448.3",TRUE,FALSE,"Promoter","Not_in_network"
"""11_62552270""","RP11-727F15.12;TMEM179B;TMEM223",TRUE,FALSE,"Promoter","Not_in_network"
"""11_63301578""","RARRES3",TRUE,FALSE,"Promoter","Not_in_network"
"""11_66959174""","AP001885.1",TRUE,FALSE,"Promoter","Not_in_network"
"""11_67024509""","ADRBK1",TRUE,FALSE,"Promoter","Not_in_network"
"""11_67039530""","ADRBK1;ANKRD13D",TRUE,FALSE,"Promoter","Not_in_network"
"""11_67255570""","AIP;CDK2AP2;PITPNM1",TRUE,FALSE,"Promoter","Not_in_network"
"""11_89948284""","CHORDC1",TRUE,FALSE,"Promoter","Not_in_network"
"""11_92929974""","SLC36A4",TRUE,FALSE,"Promoter","Not_in_network"
"""11_93393566""","KIAA1731",TRUE,FALSE,"Promoter","Not_in_network"
"""11_93463272""","SNORA1;SNORA25;SNORA32;SNORD6",TRUE,FALSE,"Promoter","Not_in_network"
"""11_93472619""","C11orf54;TAF1D",TRUE,FALSE,"Promoter","Not_in_network"
"""11_93516090""","MED17;TAF1D",TRUE,FALSE,"Promoter","Not_in_network"
"""11_124537244""","SIAE;SPA17",TRUE,FALSE,"Promoter","Not_in_network"
"""12_27396025""","STK38L",TRUE,FALSE,"Promoter","Not_in_network"
"""12_56705304""","CNPY2;RP11-977G19.10",TRUE,FALSE,"Promoter","Not_in_network"
"""12_56745636""","RNU7-40P",TRUE,FALSE,"Promoter","Not_in_network"
"""12_56842593""","TIMELESS",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24605003""","EMC9;PSME1;PSME2;RP11-468E2.5",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24656814""","IPO4;RP11-468E2.2;TM9SF1",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24677636""","CHMP4A;TM9SF1",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24683387""","AL136419.6;MDP1;NEDD8",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24699675""","GMPR2;NEDD8;NEDD8-MDP1",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24702554""","GMPR2;TINF2",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24800814""","ADCY4",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24829975""","NFATC4",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24894613""","CBLN3;KHNYN",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24899592""","CBLN3;KHNYN",TRUE,FALSE,"Promoter","Not_in_network"
"""14_24908556""","SDR39U1",TRUE,FALSE,"Promoter","Not_in_network"
"""14_50298959""","AL627171.1;NEMF;RNU6-539P",TRUE,FALSE,"Promoter","Not_in_network"
"""14_50467745""","C14orf182;RP11-58E21.3",TRUE,FALSE,"Promoter","Not_in_network"
"""14_50500285""","RP11-58E21.3",TRUE,FALSE,"Promoter","Not_in_network"
"""14_50554130""","C14orf183;RP11-58E21.5;RP11-58E21.7",TRUE,FALSE,"Promoter","Not_in_network"
"""14_50568416""","VCPKMT",TRUE,FALSE,"Promoter","Not_in_network"
"""16_67674137""","RLTPR",TRUE,FALSE,"Promoter","Not_in_network"
"""16_67684481""","ACD;ENKD1;PARD6A;RLTPR",TRUE,FALSE,"Promoter","Not_in_network"
"""16_67698217""","C16orf86;ENKD1",TRUE,FALSE,"Promoter","Not_in_network"
"""16_67905460""","EDC4",TRUE,FALSE,"Promoter","Not_in_network"
"""16_67962056""","CTRL",TRUE,FALSE,"Promoter","Not_in_network"
"""16_88849933""","PIEZO1",TRUE,FALSE,"Promoter","Not_in_network"
"""16_89001969""","CBFA2T3;RP11-830F9.6;RP11-830F9.7",TRUE,FALSE,"Promoter","Not_in_network"
"""16_89231413""","CDH15;RP11-46C24.3",TRUE,FALSE,"Promoter","Not_in_network"
"""16_89284032""","RP11-46C24.7;ZNF778",TRUE,FALSE,"Promoter","Not_in_network"
"""17_33568746""","RP11-799D4.4;SLFN5",TRUE,FALSE,"Promoter","Not_in_network"
"""17_33758189""","SLFN12",TRUE,FALSE,"Promoter","Not_in_network"
"""17_33861853""","SLFN12L",TRUE,FALSE,"Promoter","Not_in_network"
"""17_33912957""","AP2B1",TRUE,FALSE,"Promoter","Not_in_network"
"""17_43236773""","AC002117.1;HEXIM2;RP13-890H12.2",TRUE,FALSE,"Promoter","Not_in_network"
"""17_43306627""","CTD-2020K17.3;FMNL1",TRUE,FALSE,"Promoter","Not_in_network"
"""17_43490729""","AC091132.2;ARHGAP27",TRUE,FALSE,"Promoter","Not_in_network"
"""19_8509501""","HNRNPM",TRUE,FALSE,"Promoter","Not_in_network"
"""19_9694877""","ZNF121",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10305213""","DNMT1",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10319223""","CTD-2369P2.2;DNMT1;MIR4322;S1PR2",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10360796""","CTD-2369P2.4;ICAM1;MRPL4",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10397276""","CTD-2369P2.8;ICAM4",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10482404""","TYK2",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10511971""","CDC37;MIR1181",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10626941""","S1PR5",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10667442""","KRI1",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10677260""","CDKN2D",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10708117""","CTC-539A10.7;SLC44A2",TRUE,FALSE,"Promoter","Not_in_network"
"""19_10761038""","ILF3-AS1;ILF3",TRUE,FALSE,"Promoter","Not_in_network"
"""19_18041577""","CCDC124;KCNN1",TRUE,FALSE,"Promoter","Not_in_network"
"""19_35628459""","AC020907.2;CTD-2527I21.4;FXYD1;FXYD5;FXYD7;LGI4",TRUE,FALSE,"Promoter","Not_in_network"
"""19_35782588""","MAG",TRUE,FALSE,"Promoter","Not_in_network"
"""19_35883528""","AC002511.1",TRUE,FALSE,"Promoter","Not_in_network"
"""19_36129427""","ETV2",TRUE,FALSE,"Promoter","Not_in_network"
"""19_36204880""","KMT2B",TRUE,FALSE,"Promoter","Not_in_network"
"""19_36230209""","AC002398.11;AC002398.9;AD000671.6;IGFLR1;LIN37;PSENEN;U2AF1L4",TRUE,FALSE,"Promoter","Not_in_network"
"""19_36414293""","LRFN3",TRUE,FALSE,"Promoter","Not_in_network"
"""19_50526842""","VRK3;ZNF473",TRUE,FALSE,"Promoter","Not_in_network"
"""19_54693495""","MBOAT7;TSEN34",TRUE,FALSE,"Promoter","Not_in_network"
"""19_54959142""","LENG8-AS1;LENG8",TRUE,FALSE,"Promoter","Not_in_network"
"""2_24148001""","ATAD2B;UBXN2A",TRUE,FALSE,"Promoter","Not_in_network"
"""2_24250489""","C2orf44;FKBP1B;RNU6-370P",TRUE,FALSE,"Promoter","Not_in_network"
"""2_24423614""","AC008073.9",TRUE,FALSE,"Promoter","Not_in_network"
"""2_210863697""","RPE",TRUE,FALSE,"Promoter","Not_in_network"
"""2_210893932""","AC007038.7",TRUE,FALSE,"Promoter","Not_in_network"
"""2_214011340""","IKZF2;RP11-105N14.1",TRUE,FALSE,"Promoter","Not_in_network"
"""2_214147251""","AC079610.2;SPAG16",TRUE,FALSE,"Promoter","Not_in_network"
"""2_216166464""","snoU13",TRUE,FALSE,"Promoter","Not_in_network"
"""2_216966722""","XRCC5",TRUE,FALSE,"Promoter","Not_in_network"
"""2_217270739""","AC098820.2;SMARCAL1",TRUE,FALSE,"Promoter","Not_in_network"
"""2_217344416""","AC098820.4",TRUE,FALSE,"Promoter","Not_in_network"
"""2_217362391""","AC098820.3;RPL37A",TRUE,FALSE,"Promoter","Not_in_network"
"""20_49347302""","PARD6B",TRUE,FALSE,"Promoter","Not_in_network"
"""20_54962085""","AURKA;CSTF1",TRUE,FALSE,"Promoter","Not_in_network"
"""20_55029819""","AL121914.1;RPL39P",TRUE,FALSE,"Promoter","Not_in_network"
"""20_55042694""","RTFDC1;snoU13",TRUE,FALSE,"Promoter","Not_in_network"
"""20_55923186""","RAE1",TRUE,FALSE,"Promoter","Not_in_network"
"""20_56960145""","VAPB",TRUE,FALSE,"Promoter","Not_in_network"
"""20_57223958""","STX16;STX16-NPEPL1",TRUE,FALSE,"Promoter","Not_in_network"
"""20_57581110""","CTSZ",TRUE,FALSE,"Promoter","Not_in_network"
"""20_57616380""","SLMO2",TRUE,FALSE,"Promoter","Not_in_network"
"""20_62168042""","PTK6",TRUE,FALSE,"Promoter","Not_in_network"
"""20_62486746""","ABHD16B;C20ORF135;TPD52L2",TRUE,FALSE,"Promoter","Not_in_network"
"""20_62546792""","MIR941-1;MIR941-2;MIR941-3",TRUE,FALSE,"Promoter","Not_in_network"
"""20_62571195""","MIR1914",TRUE,FALSE,"Promoter","Not_in_network"
"""21_26977235""","MRPL39",TRUE,FALSE,"Promoter","Not_in_network"
"""21_27102338""","ATP5J;GABPA",TRUE,FALSE,"Promoter","Not_in_network"
"""21_30358630""","LTN1",TRUE,FALSE,"Promoter","Not_in_network"
"""21_30390625""","RWDD2B",TRUE,FALSE,"Promoter","Not_in_network"
"""21_30395033""","RP1-100J12.1;USP16",TRUE,FALSE,"Promoter","Not_in_network"
"""21_30549307""","U3",TRUE,FALSE,"Promoter","Not_in_network"
"""21_30560019""","AF124730.4",TRUE,FALSE,"Promoter","Not_in_network"
"""21_30741895""","BACH1-AS1;BACH1-IT2",TRUE,FALSE,"Promoter","Not_in_network"
"""3_14693041""","CCDC174",TRUE,FALSE,"Promoter","Not_in_network"
"""3_127768808""","SEC61A1",TRUE,FALSE,"Promoter","Not_in_network"
"""3_171755271""","FNDC3B",TRUE,FALSE,"Promoter","Not_in_network"
"""3_176762517""","TBL1XR1-AS1",TRUE,FALSE,"Promoter","Not_in_network"
"""3_176841166""","RNU6-681P",TRUE,FALSE,"Promoter","Not_in_network"
"""3_177340561""","SNORA18",TRUE,FALSE,"Promoter","Not_in_network"
"""3_177721416""","RNU6-1120P",TRUE,FALSE,"Promoter","Not_in_network"
"""3_177990144""","KCNMB2",TRUE,FALSE,"Promoter","Not_in_network"
"""3_178788587""","ZMAT3",TRUE,FALSE,"Promoter","Not_in_network"
"""3_178863488""","PIK3CA;RP11-360P21.2",TRUE,FALSE,"Promoter","Not_in_network"
"""3_179037674""","ZNF639",TRUE,FALSE,"Promoter","Not_in_network"
"""3_179064863""","MFN1",TRUE,FALSE,"Promoter","Not_in_network"
"""3_179326784""","NDUFB5;snoU13",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183266196""","KLHL6-AS1",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183353058""","KLHL24",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183600865""","MIR4448;PARL;RP11-315J22.5",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183733408""","ABCC5",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183814579""","HTR3E",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183852294""","EIF2B5;RP11-778D9.12",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183892124""","AP2M1",TRUE,FALSE,"Promoter","Not_in_network"
"""3_183902355""","ABCF3",TRUE,FALSE,"Promoter","Not_in_network"
"""5_60625183""","ZSWIM6",TRUE,FALSE,"Promoter","Not_in_network"
"""5_60930891""","C5orf64",TRUE,FALSE,"Promoter","Not_in_network"
"""5_60954164""","RNU6-913P",TRUE,FALSE,"Promoter","Not_in_network"
"""5_61698932""","DIMT1;IPO11",TRUE,FALSE,"Promoter","Not_in_network"
"""5_137957181""","snoU13",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31509720""","DDX39B-AS1;DDX39B",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31511143""","ATP6V1G2-DDX39B;ATP6V1G2;NFKBIL1",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31548352""","LTB",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31635460""","CSNK2B-LY6G5B-1181;LY6G5B",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31643317""","ABHD16A;LY6G5C",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31672196""","LY6G6F;MEGT1",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31836415""","SLC44A4",TRUE,FALSE,"Promoter","Not_in_network"
"""6_31851517""","EHMT2-AS1;EHMT2",TRUE,FALSE,"Promoter","Not_in_network"
"""6_34358166""","NUDT3",TRUE,FALSE,"Promoter","Not_in_network"
"""6_149352592""","RP11-162J8.3",TRUE,FALSE,"Promoter","Not_in_network"
"""6_149539319""","RP1-111D6.3;TAB2",TRUE,FALSE,"Promoter","Not_in_network"
"""6_149561034""","RP1-111D6.2",TRUE,FALSE,"Promoter","Not_in_network"
"""6_149834768""","PPIL4;RNU7-3P",TRUE,FALSE,"Promoter","Not_in_network"
"""7_2271653""","FTSJ2;MAD1L1",TRUE,FALSE,"Promoter","Not_in_network"
"""7_2281303""","FTSJ2;NUDT1",TRUE,FALSE,"Promoter","Not_in_network"
"""7_2390145""","EIF3B;SNX8",TRUE,FALSE,"Promoter","Not_in_network"
"""7_2590223""","BRAT1;snoU13",TRUE,FALSE,"Promoter","Not_in_network"
"""7_2594256""","BRAT1;IQCE",TRUE,FALSE,"Promoter","Not_in_network"
"""7_2664449""","TTYH3",TRUE,FALSE,"Promoter","Not_in_network"
"""7_73607831""","LAT2",TRUE,FALSE,"Promoter","Not_in_network"
"""8_55013843""","LYPLA1",TRUE,FALSE,"Promoter","Not_in_network"
"""8_56684485""","TGS1;TMEM68",TRUE,FALSE,"Promoter","Not_in_network"
"""8_56780974""","LYN",TRUE,FALSE,"Promoter","Not_in_network"
"""8_56978677""","SNORD54",TRUE,FALSE,"Promoter","Not_in_network"
"""8_56986793""","CTA-397H3.3;RPS20",TRUE,FALSE,"Promoter","Not_in_network"
"""8_57032340""","SNORA3",TRUE,FALSE,"Promoter","Not_in_network"
"""8_130831734""","RP11-473O4.5",TRUE,FALSE,"Promoter","Not_in_network"
"""8_130878087""","SNORA25",TRUE,FALSE,"Promoter","Not_in_network"
"""8_131007730""","RNU7-181P",TRUE,FALSE,"Promoter","Not_in_network"
"""8_131078280""","RNU6-1255P",TRUE,FALSE,"Promoter","Not_in_network"
"""8_135724557""","ZFAT",TRUE,FALSE,"Promoter","Not_in_network"
"""9_95891793""","NINJ1",TRUE,FALSE,"Promoter","Not_in_network"
"""9_96331954""","PHF2",TRUE,FALSE,"Promoter","Not_in_network"
"""9_100456986""","KRT18P13;XPA",TRUE,FALSE,"Promoter","Not_in_network"
"""9_100677901""","C9orf156;Y_RNA",TRUE,FALSE,"Promoter","Not_in_network"
"""1_203720009""","LAX1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_231155063""","FAM89A;MIR1182;RP11-423F24.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_63441636""","RTN3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_67117204""","AP003419.11;CLCF1;POLD4;RN7SKP239",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_51338682""","ABHD12B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_47811092""","C5AR1;C5AR2;CTD-3023J11.2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""20_62360730""","LIME1;RP4-583P15.14;SLC2A4RG;ZGPAT",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""20_62424246""","RP4-583P15.11",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""5_138720525""","MZB1;PROB1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""7_1542034""","AC102953.6;INTS1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""9_95815702""","SUSD3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_12566709""","SNORA59A",TRUE,FALSE,"Promoter","Not_in_network"
"""1_12627258""","RNU6ATAC18P",TRUE,FALSE,"Promoter","Not_in_network"
"""1_12673527""","DHRS3;RP11-474O21.5",TRUE,FALSE,"Promoter","Not_in_network"
"""1_12700924""","AADACL4",TRUE,FALSE,"Promoter","Not_in_network"
"""1_24505108""","IFNLR1",TRUE,FALSE,"Promoter","Not_in_network"
"""1_24742131""","NIPAL3;STPG1",TRUE,FALSE,"Promoter","Not_in_network"
"""1_24742861""","STPG1",TRUE,FALSE,"Promoter","Not_in_network"
"""1_24828117""","RCAN3",TRUE,FALSE,"Promoter","Not_in_network"
"""1_155819269""","GON4L;SYT11",TRUE,FALSE,"Promoter","Not_in_network"
"""1_155878379""","RIT1",TRUE,FALSE,"Promoter","Not_in_network"
"""1_155887793""","KIAA0907;SNORA42",TRUE,FALSE,"Promoter","Not_in_network"
"""1_155895449""","KIAA0907;SCARNA4",TRUE,FALSE,"Promoter","Not_in_network"
"""1_155903675""","KIAA0907;RXFP4",TRUE,FALSE,"Promoter","Not_in_network"
"""1_156159422""","SLC25A44;SNORA26",TRUE,FALSE,"Promoter","Not_in_network"
