"ID","Genes","Promoter","CpGs","Cytoscape_feature","final_feature"
"""1_109751344""","SARS",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_110036305""","CYB561D1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_111746619""","DENND2D",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_111887921""","PIFO",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_113210686""","MOV10",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_116914319""","ATP1A1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_117602664""","TTF2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_151013687""","BNIPL;C1orf56",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_151039452""","CDC42SE1;GABPB2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_153329475""","S100A9",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_153743839""","SLC27A3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_154191252""","C1orf43;UBAP2L",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_156707018""","HDGF;MRPL24",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_161135967""","B4GALT3;PPOX",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_169452881""","AL021068.1;SLC19A2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_169547926""","F5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_179043494""","TOR3A",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_182354704""","GLUL",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_182567651""","RGS16;RP11-317P15.4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_200991322""","KIF21B;RP11-168O16.1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_205471598""","CDK18",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_207626422""","CR2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_209955276""","C1orf74",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_212003251""","LPGAT1;RP11-552D8.1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_224357606""","DEGS1;RP11-365O16.1;SNORA72",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_247490987""","ZNF496",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""1_249142615""","AL672294.1;ZNF692",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_7452579""","SFMBT2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_30017211""","SVIL",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_46088525""","MARCH8",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_50737083""","ERCC6;ERCC6-PGBD3;PGBD3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_70231684""","DNA2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_72231725""","PALD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_72965568""","AL359832.1;UNC5B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_73490600""","C10orf105",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_74109582""","DNAJB12",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_90638215""","STAMBPL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_91404112""","PANK1;RP11-80H5.2;RP11-80H5.5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_94049742""","CPEB3;MARCH5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_97802040""","CCNJ;ENTPD1-AS1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_99180364""","AL355490.1;PGAM1;Y_RNA",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_103803388""","C10orf76;HPS6",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_106106700""","CCDC147-AS1;CCDC147",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_111674062""","XPNPEP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_112622717""","RP11-313D6.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_120510805""","CACUL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_120920964""","SFXN4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_121484055""","INPP5F",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_124906363""","BUB3;HMX2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""10_129704242""","PTPRE",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_189404""","AC069287.1;ODF3;RP11-304M2.5;SCGB1C1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_388132""","ANO9;PKP3;SIGIRR",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_516829""","C11orf35;HRAS;LRRC56;RASSF7;RP11-496I9.1;RP13-46H24.1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_4115324""","RRM1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_6410655""","APBB1;SMPD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_9332770""","RP11-682B13.2;TMEM41B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_35154929""","CD44;RP4-607I7.1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_35683346""","TRIM44",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_46954157""","C11orf49",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_47428858""","PSMC3;RP11-750H9.5;SLC39A13",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_57081187""","TNKS1BP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_57233337""","RP11-624G17.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_60731770""","CD6",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_60925471""","VPS37C",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_61656827""","FADS3;RAB3IL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_62377953""","B3GAT3;EML3;GANAB;ROM1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_62407272""","GANAB;INTS5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_62526700""","POLR2G",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_62552270""","RP11-727F15.12;TMEM179B;TMEM223",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_63742253""","MACROD1;OTUB1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_64501238""","PYGM;RASGRP2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_65337746""","EHBP1L1;FAM89B;SSSCA1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_66040703""","CNIH2;RP11-867G23.3;RP11-867G23.4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_67039530""","ADRBK1;ANKRD13D",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_67255570""","AIP;CDK2AP2;PITPNM1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_68816140""","TPCN2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_71704868""","IL18BP;RNF121",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_71821757""","ANAPC15;FOLR3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_111467855""","SIK2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_118398589""","RP11-770J1.3;TMEM25",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_118825488""","FOXR1;UPK2;Y_RNA",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_119590607""","CTD-2523D13.2;PVRL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_120968990""","TECTA",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_122523923""","UBASH3B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_124607156""","NRGN",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_124981079""","TMEM218",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_125493297""","CHEK1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""11_130731664""","RP11-890B15.2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_6782757""","ZNF384",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_7053124""","C12orf57;PTPN6;U47924.31",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_7260342""","C1RL-AS1;C1RL",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_12951096""","DDX47",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_25347738""","CASC1;LYRM5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_49388940""","DDN;RP11-386G11.5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_50233304""","BCDIN3D",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_50351967""","AQP5;RP11-469H8.6",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_50466469""","ASIC1;SMARCD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_57022867""","BAZ2A",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_57032334""","ATP5B;SNORD59A",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_57518762""","LRP1;STAT6",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_68039868""","DYRK2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_95466821""","NR2C1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_120882811""","GATC;RPL31P52;TRIAP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_121146859""","UNC119B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_123318339""","HIP1R",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_131322793""","STX2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""12_133061309""","FBRSL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_20356073""","PSPC1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_20529564""","ZMYM2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_22028435""","ZDHHC20",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_30879527""","KATNAL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_47369184""","ESD",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_73293138""","BORA;MZT1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_76115847""","COMMD6;RP11-29G8.3;UCHL3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""13_95251604""","GPR180",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_21148274""","AL163636.6;ANG;RNASE4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_21531966""","ARHGEF40;NDRG2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_24656814""","IPO4;RP11-468E2.2;TM9SF1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_24807044""","RIPK3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_24863227""","NYNRIN",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_24894613""","CBLN3;KHNYN",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_45602375""","FANCM;FKBP3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_50467745""","C14orf182;RP11-58E21.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_55491243""","SOCS4;WDHD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_57854854""","NAA30",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_60557703""","PCNXL4;RP11-16B13.1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_60713040""","CTD-2184C24.2;PPM1A",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_69257982""","ZFP36L1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_75468893""","EIF2B2;RP11-950C14.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_76446366""","IFT43;TGFB3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_89882303""","FOXN3-AS1;FOXN3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_90707601""","PSMC1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_105253139""","AKT1;ZBTB42",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_105778656""","BRF1;PACS2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""14_105843910""","AL928654.1;PACS2;TEX22",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_23082956""","NIPA1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_31612575""","KLF13",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_34500849""","KATNBL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_38855995""","RASGRP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_39872009""","THBS1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_40399328""","BMF",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_42184107""","RP11-23P13.6;RP11-23P13.7;SPTBN5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_44950657""","SPG11",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_45472736""","CTD-2651B20.6;CTD-2651B20.7;SHF",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_45926499""","SQRDL",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_49098406""","CEP152;RP11-485O10.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_52855052""","ARPP19",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_68568896""","FEM1B;RP11-315D16.4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_74285717""","PML;STOML1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_80350085""","ZFAND6",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_85141854""","ZSCAN2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_90287776""","MESP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_90540167""","ZNF710",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_91475552""","HDDC3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""15_93346888""","CTD-2313J17.1;FAM174B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_709093""","FBXL16;JMJD8;LA16c-313D11.12;LA16c-313D11.9;RHBDL1;RHOT2;STUB1;WDR24;WDR90",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_1810189""","EME2;MAPK8IP3;MRPS34;NME3;NUBP2;SPSB3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_2053710""","NPW;RN7SL219P;SLC9A3R2;ZNF598",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_2218511""","AC009065.3;CASKIN1;MLST8;TRAF7",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_2559272""","AMDHD2;ATP6C;ATP6V0C",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_4663479""","MGRN1;UBALD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_11676208""","LITAF",TRUE,TRUE,"Promoter_methylated","UP_network"
"""16_11754546""","SNN",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_21608567""","METTL9",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_27412699""","IL21R",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_29796313""","KIF22",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_30392323""","SEPT1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_30440360""","DCTPP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_30563264""","AC002310.13;ZNF688;ZNF764",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_30583431""","AC002310.7;RP11-146F11.5;ZNF688;ZNF785",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_30771266""","C16orf93;RNF40",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_31497401""","AC026471.6;C16orf58;RP11-452L6.7;SLC5A2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_56964861""","HERPUD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_58662728""","CNOT1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_66863271""","NAE1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_67056829""","CBFB",TRUE,TRUE,"Promoter_methylated","UP_network"
"""16_67186709""","FBXL8;HSF4;RP11-5A19.5;TRADD",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_71319428""","CMTR2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_75655746""","ADAT1;KARS",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_81067973""","ATMIN;RP11-303E16.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_81475083""","CMIP",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_88709094""","CYBA",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""16_89001969""","CBFA2T3;RP11-830F9.6;RP11-830F9.7",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_1583448""","PRPF8",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_1943933""","DPH1;HIC1;MIR132;MIR212;OVCA2;RP11-667K14.3;RP11-667K14.4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_2495524""","PAFAH1B1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_3741192""","C17orf85",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_5341583""","C1QBP",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_5480221""","NLRP1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_6655811""","XAF1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_7114907""","ACADVL;DLG4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_7218343""","GPS2;NEURL4;RP11-542C16.2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_7610316""","DNAH2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_7977175""","AC129492.6;ALOX12B;MIR4314",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_8069789""","RP11-599B13.7;SNORD118;TMEM107",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_8866972""","CTB-41I6.1;CTB-41I6.2;PIK3R5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_17870826""","LRRC48;TOM1L2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_18159016""","FLII;MIEF2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_20943538""","USP22",TRUE,TRUE,"Promoter_methylated","UP_network"
"""17_21183232""","MAP2K3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_25777938""","KSR1;RP11-720N19.2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_27229175""","DHRS13",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_29285997""","RN7SL138P;RNF135;RP11-848P1.2;RP11-848P1.3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_36884506""","CISD3;RNA5SP440",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_38268855""","MSL1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_38595978""","IGFBP4;RP11-58O9.1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_40256293""","DHX58",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_40427774""","STAT5B",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_40723806""","PSMC3IP",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_42284215""","RP5-882C2.2;UBTF",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_42400936""","SLC25A39",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_43199789""","ACBD4;HEXIM1;PLCD3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_46047820""","CDK5RAP3",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_47304624""","PHOSPHO1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_47865280""","FAM117A;KAT7",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_48347284""","TMEM92",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_48551347""","RSAD1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_54989922""","TRIM25",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_55304859""","MSI2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_61913594""","RN7SL805P;SMARCD2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_62490678""","POLG2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_66229345""","AMZ2;RP11-147L13.2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_72587862""","CD300LD",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_73007636""","ICT1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_73072437""","ARMC7;SLC16A5;Y_RNA",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_73125912""","NT5C",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_73196130""","NUP85",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_79512652""","C17orf70",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_79760550""","AC174470.1;FAM195B;GCGR;PPP1R27",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""17_79973854""","ASPSCR1;LRRC45;RAC3;STRA13",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_157533""","USP14",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_13816323""","AP001525.1;MC5R",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_19179650""","ESCO1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_32951958""","ZNF396",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_48492129""","ELAC1;RP11-729L2.2;SMAD4",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_55252357""","FECH",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""18_60982875""","BCL2",TRUE,TRUE,"Promoter_methylated","UP_network"
"""19_1442968""","APC2;CTB-25B13.12",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_1808658""","ATP8B3;CTB-31O20.3;CTB-31O20.4;MIR1909;REXO1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_1847648""","CTB-31O20.6;REXO1",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_1937554""","CSNK1G2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_4151586""","ANKRD24;CREB3L3;SIRT6",TRUE,TRUE,"Promoter_methylated","UP_network"
"""19_4455587""","CTB-50L17.16;RN7SL528P;UBXN6",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_6417309""","KHSRP;SLC25A41",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_7737542""","C19orf59;CTD-3214H19.16;TRAPPC5",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_8631868""","AC130469.2;ADAMTS10;MYO1F",TRUE,TRUE,"Promoter_methylated","Not_in_network"
"""19_10319223""","CTD-2369P2.2;DNMT1;MIR4322;S1PR2",TRUE,TRUE,"Promoter_methylated","Not_in_network"
